source_protocol,source_file,source_line,legacy_entry_type,legacy_wire_name,legacy_command_id,legacy_command_name,legacy_class,legacy_method,legacy_event,legacy_config_name,legacy_status,legacy_payload_summary,target_domain,target_feature,target_capability,target_rpc_kind,target_axtp_method,target_axtp_event,target_protocol_doc,target_match_basis,confidence,rationale,open_questions
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,130,command,CommonGetBootInfo,0xC0071 / 0x0071 -> 0x00F1,CommonGetBootInfo,,CommonGetBootInfo,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetBootInfo 注释掉。",system,initialization,system.initialization,method,system.getInitializationState,,docs/protocol/system/system.initialization.md,capability has docs/protocol draft (docs/protocol/system/system.initialization.md); method/event is taxonomy/spec candidate,medium,Boot detect/info/erase 属于启动或初始化流程，归 system.initialization。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,131,command,CommonSetBootErase,0xC0072 / 0x0072 -> 0x00F2,CommonSetBootErase,,CommonSetBootErase,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,system,initialization,system.initialization,method,system.startInitialization,,docs/protocol/system/system.initialization.md,capability has docs/protocol draft (docs/protocol/system/system.initialization.md); method/event is taxonomy/spec candidate,medium,Boot detect/info/erase 属于启动或初始化流程，归 system.initialization。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,132,command,CommonSetPrivacyEnable,0xC0073 / 0x0073 -> 0x00F3,CommonSetPrivacyEnable,,CommonSetPrivacyEnable,,,已发送/case空,input=uint32 BE EnableState; output=case 空，未读取 payload；无 callback。,privacy,state,privacy.state,method,privacy.setModeConfig,,docs/protocol/privacy/privacy.state.md,capability has docs/protocol draft (docs/protocol/privacy/privacy.state.md); method/event is taxonomy/spec candidate,high,隐私开关/状态归 privacy.state。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,133,command,CommonGetPrivacyEnable,0xC0074 / 0x0074 -> 0x00F4,CommonGetPrivacyEnable,,CommonGetPrivacyEnable,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetPrivacyEnable(EnableState(result))。",privacy,state,privacy.state,method,privacy.getState,,docs/protocol/privacy/privacy.state.md,matched docs/protocol (docs/protocol/privacy/privacy.state.md),high,隐私开关/状态归 privacy.state。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,134,command,CommonSetNDIState,0xC0101 / 0x0101 -> 0x0181,CommonSetNDIState,,CommonSetNDIState,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,video,ndi,video.ndi,method,video.setNdiConfig,,docs/protocol/video/video.ndi.md,matched docs/protocol (docs/protocol/video/video.ndi.md),high,NDI 服务配置归 video.ndi，不归 network。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,135,command,CommonGetNDIState,0xC0102 / 0x0102 -> 0x0182,CommonGetNDIState,,CommonGetNDIState,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetNDIState 注释掉。",video,ndi,video.ndi,method,video.getNdiConfig,,docs/protocol/video/video.ndi.md,matched docs/protocol (docs/protocol/video/video.ndi.md),high,NDI 服务配置归 video.ndi，不归 network。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,136,command,CommonGetIPConfig,0xC0103 / 0x0103 -> 0x0183,CommonGetIPConfig,,CommonGetIPConfig,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetIPConfig(result)。",network,ip,network.ip,method,network.getIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,137,command,CommonSetDHCPState,0xC0104 / 0x0104 -> 0x0184,CommonSetDHCPState,,CommonSetDHCPState,,,已发送/case空,input=idx:uint8 + dhcp_state:uint8; output=case 空，未读取 payload；无 callback。,network,ip,network.ip,method,network.setIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,138,command,CommonGetDHCPState,0xC0105 / 0x0105 -> 0x0185,CommonGetDHCPState,,CommonGetDHCPState,,,已发送/已解析,input=idx:uint8; output=至少 2B：idx:uint8[0] + dhcp_state:uint8[1] -> onGetDHCPState。,network,ip,network.ip,method,network.getIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,139,command,CommonSetIPAddress,0xC0106 / 0x0106 -> 0x0186,CommonSetIPAddress,,CommonSetIPAddress,,,已发送/case空,input=idx:uint8 + ip:uint32 raw memory copy(未 htonl); output=case 空，未读取 payload；无 callback。,network,ip,network.ip,method,network.setIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,140,command,CommonGetIPAddress,0xC0107 / 0x0107 -> 0x0187,CommonGetIPAddress,,CommonGetIPAddress,,,已发送/已解析,input=idx:uint8; output=至少 5B：idx:uint8[0] + ip:uint32 raw[1..4]，未 ntohl -> onGetIPAddress。,network,ip,network.ip,method,network.getIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,141,command,CommonSetNetMask,0xC0108 / 0x0108 -> 0x0188,CommonSetNetMask,,CommonSetNetMask,,,已发送/case空,input=idx:uint8 + netmask:uint32 raw memory copy(未 htonl); output=case 空，未读取 payload；无 callback。,network,ip,network.ip,method,network.setIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,142,command,CommonGetNetMask,0xC0109 / 0x0109 -> 0x0189,CommonGetNetMask,,CommonGetNetMask,,,已发送/已解析,input=idx:uint8; output=至少 5B：idx:uint8[0] + netmask:uint32 raw[1..4]，未 ntohl -> onGetNetMask。,network,ip,network.ip,method,network.getIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,143,command,CommonSetGateway,0xC010A / 0x010A -> 0x018A,CommonSetGateway,,CommonSetGateway,,,已发送/case空,input=idx:uint8 + gateway:uint32 raw memory copy(未 htonl); output=case 空，未读取 payload；无 callback。,network,ip,network.ip,method,network.setIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,144,command,CommonGetGateway,0xC010B / 0x010B -> 0x018B,CommonGetGateway,,CommonGetGateway,,,已发送/已解析,input=idx:uint8; output=至少 5B：idx:uint8[0] + gateway:uint32 raw[1..4]，未 ntohl -> onGetGateway。,network,ip,network.ip,method,network.getIpConfig,,docs/protocol/network/network.ip.md,matched docs/protocol (docs/protocol/network/network.ip.md),high,IP/DHCP/netmask/gateway/default route 归 network.ip。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,145,command,CommonSetMacAddress,0xC010C / 0x010C -> 0x018C,CommonSetMacAddress,,CommonSetMacAddress,,,已发送/case空,input=idx:uint8 + mac:6B(高字节到低字节手工展开); output=case 空，未读取 payload；无 callback。,network,interface,network.interface,method,network.setInterfaceConfig,,docs/protocol/network/network.interface.md,matched docs/protocol (docs/protocol/network/network.interface.md),medium,MAC 地址属于 network.interface 标识字段。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,146,command,CommonGetMacAddress,0xC010D / 0x010D -> 0x018D,CommonGetMacAddress,,CommonGetMacAddress,,,已发送/已解析,input=idx:uint8; output=至少 7B：idx:uint8[0] + mac:6B[1..6]，memcpy 到 uint64 低 6B -> onGetMacAddress。,network,interface,network.interface,method,network.getInterfaceInfo,,docs/protocol/network/network.interface.md,matched docs/protocol (docs/protocol/network/network.interface.md),medium,MAC 地址属于 network.interface 标识字段。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,147,command,CommonSetLensCenter,0xC010E / 0x010E -> 0x018E,CommonSetLensCenter,,CommonSetLensCenter,,,已发送/case空,input=uint32 BE value; output=case 空，未读取 payload；无 callback。,camera,focus,camera.focus,method,camera.triggerAutoFocus,,docs/protocol/camera/camera.focus.md,matched docs/protocol (docs/protocol/camera/camera.focus.md),high,自动/手动聚焦归 camera.focus。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,148,command,CommonSetConfigJson,0xC010F / 0x010F -> 0x018F,CommonSetConfigJson,,CommonSetConfigJson,,,已发送/已解析,"input=raw JSON bytes, dst 可变; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onSetConfigJson(result, src)。",vendor,genericConfig,vendor.genericConfig,adapter_only,,,,adapter-only / needs split before registry,medium,老协议为泛 Config JSON；Naming/YAML mapping specs 要求按具体 payload 再拆 domain.feature。,补充 JSON schema 或 Config Name 后再拆成正式能力。
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,149,command,CommonGetConfigJson,0xC0110 / 0x0110 -> 0x0190,CommonGetConfigJson,,CommonGetConfigJson,,,已发送/已解析,"input=无 payload, dst 可变; 支持 sync/async; output=raw payload，长度=head.len()；async -> onGetConfigJson(data,len,src)，sync -> config_json_.assign(data,len)。",vendor,genericConfig,vendor.genericConfig,adapter_only,,,,adapter-only / needs split before registry,medium,老协议为泛 Config JSON；Naming/YAML mapping specs 要求按具体 payload 再拆 domain.feature。,补充 JSON schema 或 Config Name 后再拆成正式能力。
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,150,command,CommonSetFbfParamsStart,0xC0111 / 0x0111 -> 0x0191,CommonSetFbfParamsStart,,CommonSetFbfParamsStart,,,已发送/已解析,"input=JSON {""md5"":""..."",""size"":N}; output=变长字符串/JSON payload；用 strstr 查找 ""errno"":0，成功后进入 Transferring 并发送首个 data chunk。",file,transfer,file.transfer,stream_owner_method,file.beginTransfer,,docs/protocol/file/file.transfer.md,matched docs/protocol (docs/protocol/file/file.transfer.md),high,文件上传、下载、校验归 file.transfer；stream 域不承载业务分类。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,151,command,CommonSetFbfParamsData,0xC0112 / 0x0112 -> 0x0192,CommonSetFbfParamsData,,CommonSetFbfParamsData,,,已发送/已解析,"input=FBF 文件数据 chunk(raw bytes); output=变长字符串/JSON payload；用 strstr 查找 ""errno"":0，成功继续下一 chunk，失败触发 Failed 并 Stop。",file,transfer,file.transfer,stream_owner_method,file.beginTransfer,,docs/protocol/file/file.transfer.md,matched docs/protocol (docs/protocol/file/file.transfer.md),high,文件上传、下载、校验归 file.transfer；stream 域不承载业务分类。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,152,command,CommonSetFbfParamsStop,0xC0113 / 0x0113 -> 0x0193,CommonSetFbfParamsStop,,CommonSetFbfParamsStop,,,已发送/已解析,"input=无 payload; output=变长字符串/JSON payload；用 strstr 查找 ""errno"":0，成功 -> onSetFbfParamState(Success)，否则 Failed。",file,transfer,file.transfer,stream_owner_method,file.endTransfer,,docs/protocol/file/file.transfer.md,matched docs/protocol (docs/protocol/file/file.transfer.md),high,文件上传、下载、校验归 file.transfer；stream 域不承载业务分类。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,153,command,CommonGetFbfParams,0xC0114 / 0x0114 -> 0x0194,CommonGetFbfParams,,CommonGetFbfParams,,,已发送/已解析,"input=无 payload, dst 可变; output=raw payload，长度=head.len() -> onGetFbfParam(data,len,src)。",file,transfer,file.transfer,stream_owner_method,file.beginTransfer,,docs/protocol/file/file.transfer.md,matched docs/protocol (docs/protocol/file/file.transfer.md),high,文件上传、下载、校验归 file.transfer；stream 域不承载业务分类。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,154,command,CommonGetRegionTracking,0xC0115 / 0x0115 -> 0x0195,CommonGetRegionTracking,,CommonGetRegionTracking,,,仅响应/解析未回调,input=源码未找到发送封装; 通常无 payload; output=raw payload，长度=head.len()；onGetConfigJson 注释掉。,video,framing,video.framing,method,video.getFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,155,command,CommonSetRegionTracking,0xC0116 / 0x0116 -> 0x0196,CommonSetRegionTracking,,CommonSetRegionTracking,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,video,framing,video.framing,method,video.setFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,156,command,CommonPauseAiAlgThrd,0xC0117 / 0x0117 -> 0x0197,CommonPauseAiAlgThrd,,CommonPauseAiAlgThrd,,,仅响应/case空,input=源码未找到发送封装; 通常无 payload; output=case 空，未读取 payload；无 callback。,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,157,command,CommonContinueAiAlgThrd,0xC0118 / 0x0118 -> 0x0198,CommonContinueAiAlgThrd,,CommonContinueAiAlgThrd,,,仅响应/case空,input=源码未找到发送封装; 通常无 payload; output=case 空，未读取 payload；无 callback。,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,158,command,CommonSetNoTargetStrategyState,0xC0119 / 0x0119 -> 0x0199,CommonSetNoTargetStrategyState,,CommonSetNoTargetStrategyState,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,firmware,ota,firmware.ota,stream_owner_method,firmware.beginOta,,,Naming and Taxonomy spec candidate; docs/protocol document not created yet,high,升级/远程升级/升级进度归 firmware.ota，数据块通过业务域建流。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,159,command,CommonGetNoTargetStrategyState,0xC011A / 0x011A -> 0x019A,CommonGetNoTargetStrategyState,,CommonGetNoTargetStrategyState,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetNoTargetStrategyState 注释掉。",firmware,ota,firmware.ota,stream_owner_method,firmware.getOtaState,,,Naming and Taxonomy spec candidate; docs/protocol document not created yet,high,升级/远程升级/升级进度归 firmware.ota，数据块通过业务域建流。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,160,command,CommonSetStartupPosition,0xC011B / 0x011B -> 0x019B,CommonSetStartupPosition,,CommonSetStartupPosition,,,已发送/case空,input=uint32 BE EnableState/value; output=case 空，未读取 payload；无 callback。,video,framing,video.framing,method,video.setFramingConfig,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,161,command,CommonGetStartupPosition,0xC011C / 0x011C -> 0x019C,CommonGetStartupPosition,,CommonGetStartupPosition,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetStartupPosition(result)。",video,framing,video.framing,method,video.getFramingConfig,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,162,command,CommonSetMenuBarLanguage,0xC011D / 0x011D -> 0x019D,CommonSetMenuBarLanguage,,CommonSetMenuBarLanguage,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,video,osd,video.osd,method,video.setOsdConfig,,docs/protocol/video/video.osd.md,matched docs/protocol (docs/protocol/video/video.osd.md),medium,菜单语言属于设备 UI/OSD 配置，候选归 video.osd。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,163,command,CommonGetMenuBarLanguage,0xC011E / 0x011E -> 0x019E,CommonGetMenuBarLanguage,,CommonGetMenuBarLanguage,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetMenuBarLanguage 注释掉。",video,osd,video.osd,method,video.getOsdConfig,,docs/protocol/video/video.osd.md,matched docs/protocol (docs/protocol/video/video.osd.md),medium,菜单语言属于设备 UI/OSD 配置，候选归 video.osd。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,164,command,CommonGetRS232TestResult,0xC011F / 0x011F -> 0x019F,CommonGetRS232TestResult,,CommonGetRS232TestResult,,,已发送/case空,input=无 payload; output=case 空，未读取 payload；无 callback。,diagnostic,selfTest,diagnostic.selfTest,method,diagnostic.runSelfTest,,docs/protocol/diagnostic/diagnostic.selfTest.md,capability has docs/protocol draft (docs/protocol/diagnostic/diagnostic.selfTest.md); method/event is taxonomy/spec candidate,medium,未细分产测默认归 diagnostic.selfTest。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,165,command,CommonTestKey,0xC0120 / 0x0120 -> 0x01A0,CommonTestKey,,CommonTestKey,,,已发送/case空,"input=uint32 BE flag(0 start,1 get result); output=case 空，未读取 payload；无 callback。",diagnostic,inputTest,diagnostic.inputTest,method,diagnostic.runInputTest,,docs/protocol/diagnostic/diagnostic.inputTest.md,capability has docs/protocol draft (docs/protocol/diagnostic/diagnostic.inputTest.md); method/event is taxonomy/spec candidate,high,按键/USB/输入产测归 diagnostic.inputTest。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,166,command,CommonTestLed,0xC0121 / 0x0121 -> 0x01A1,CommonTestLed,,CommonTestLed,,,已发送/case空,"input=uint32 BE flag(0 start,1 get result); output=case 空，未读取 payload；无 callback。",diagnostic,selfTest,diagnostic.selfTest,method,diagnostic.runSelfTest,,docs/protocol/diagnostic/diagnostic.selfTest.md,capability has docs/protocol draft (docs/protocol/diagnostic/diagnostic.selfTest.md); method/event is taxonomy/spec candidate,medium,未细分产测默认归 diagnostic.selfTest。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,167,command,CommonSetDebugJson,0xC0122 / 0x0122 -> 0x01A2,CommonSetDebugJson,,CommonSetDebugJson,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,vendor,genericConfig,vendor.genericConfig,adapter_only,,,,adapter-only / needs split before registry,medium,老协议为泛 Config JSON；Naming/YAML mapping specs 要求按具体 payload 再拆 domain.feature。,补充 JSON schema 或 Config Name 后再拆成正式能力。
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,168,command,CommonGetDebugJson,0xC0123 / 0x0123 -> 0x01A3,CommonGetDebugJson,,CommonGetDebugJson,,,仅响应/case空,input=源码未找到发送封装; 通常无 payload; output=case 空，未读取 payload；无 callback。,vendor,genericConfig,vendor.genericConfig,adapter_only,,,,adapter-only / needs split before registry,medium,老协议为泛 Config JSON；Naming/YAML mapping specs 要求按具体 payload 再拆 domain.feature。,补充 JSON schema 或 Config Name 后再拆成正式能力。
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,169,command,CommonSetViscaUdpPort,0xC0124 / 0x0124 -> 0x01A4,CommonSetViscaUdpPort,,CommonSetViscaUdpPort,,,已发送/case空,input=uint32 BE port; output=case 空，未读取 payload；无 callback。,network,serviceEndpoint,network.serviceEndpoint,method,network.setServiceEndpointConfig,,docs/protocol/network/network.serviceEndpoint.md,matched docs/protocol (docs/protocol/network/network.serviceEndpoint.md),medium,服务端口/服务入口信息归 network.serviceEndpoint；具体业务服务可再拆。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,170,command,CommonGetViscaUdpPort,0xC0125 / 0x0125 -> 0x01A5,CommonGetViscaUdpPort,,CommonGetViscaUdpPort,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetViscaUdpPort(result)。",network,serviceEndpoint,network.serviceEndpoint,method,network.getServiceEndpointState,,docs/protocol/network/network.serviceEndpoint.md,matched docs/protocol (docs/protocol/network/network.serviceEndpoint.md),medium,服务端口/服务入口信息归 network.serviceEndpoint；具体业务服务可再拆。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,171,command,CommonSetHorTrackingStrategy,0xC0126 / 0x0126 -> 0x01A6,CommonSetHorTrackingStrategy,,CommonSetHorTrackingStrategy,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,video,framing,video.framing,method,video.setFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,172,command,CommonGetHorTrackingStrategy,0xC0127 / 0x0127 -> 0x01A7,CommonGetHorTrackingStrategy,,CommonGetHorTrackingStrategy,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetHorTrackingStrategy 注释掉。",video,framing,video.framing,method,video.getFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,173,command,CommonSetVerTrackingStrategy,0xC0128 / 0x0128 -> 0x01A8,CommonSetVerTrackingStrategy,,CommonSetVerTrackingStrategy,,,仅响应/case空,input=源码未找到发送封装; payload 未明确; output=case 空，未读取 payload；无 callback。,video,framing,video.framing,method,video.setFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,174,command,CommonGetVerTrackingStrategy,0xC0129 / 0x0129 -> 0x01A9,CommonGetVerTrackingStrategy,,CommonGetVerTrackingStrategy,,,仅响应/解析未回调,"input=源码未找到发送封装; 通常无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8)；onGetVerTrackingStrategy 注释掉。",video,framing,video.framing,method,video.getFramingMode,,docs/protocol/video/video.framing.md,matched docs/protocol (docs/protocol/video/video.framing.md),medium,追踪、构图、人数、帧率和智能画面状态归 video.framing。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,175,command,CommonSetImageStyle,0xC0132 / 0x0132 -> 0x01B2,CommonSetImageStyle,,CommonSetImageStyle,,,仅发送/无接收case,input=uint32 BE style; output=无接收 case；响应字段长度无法从 message_recv_handler.cpp 确认。,camera,image,camera.image,method,camera.setImageConfig,,docs/protocol/camera/camera.image.md,matched docs/protocol (docs/protocol/camera/camera.image.md),medium,图像风格/视角等图像参数归 camera.image。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,176,command,CommonGetImageStyle,0xC0133 / 0x0133 -> 0x01B3,CommonGetImageStyle,,CommonGetImageStyle,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetImageStyle(result)。",camera,image,camera.image,method,camera.getImageConfig,,docs/protocol/camera/camera.image.md,matched docs/protocol (docs/protocol/camera/camera.image.md),medium,图像风格/视角等图像参数归 camera.image。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,177,command,CommonSetPiPMode,0xC0134 / 0x0134 -> 0x01B4,CommonSetPiPMode,,CommonSetPiPMode,,,仅发送/无接收case,input=uint32 BE EnableState/mode; output=无接收 case；响应字段长度无法从 message_recv_handler.cpp 确认。,video,layout,video.layout,method,video.setLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,178,command,CommonGetPiPMode,0xC0135 / 0x0135 -> 0x01B5,CommonGetPiPMode,,CommonGetPiPMode,,,已发送/已解析,"input=无 payload; output=读取 result(1/2/4B: len=4 读 BE uint32, len=2 读 BE uint16, len=1 读 uint8) -> onGetPiPMode(EnableState(result))。",video,layout,video.layout,method,video.getLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,179,command,CommonSetAudioMuteState,0xC0138 / 0x0138 -> 0x01B8,CommonSetAudioMuteState,,CommonSetAudioMuteState,,,仅发送/无接收case,"input=JSON {""mute"":0|1 }; output=无接收 case；响应字段长度无法从 message_recv_handler.cpp 确认。",audio,volume,audio.volume,method,audio.setVolumeConfig,,docs/protocol/audio/audio.volume.md,matched docs/protocol (docs/protocol/audio/audio.volume.md),high,音量、增益、静音归 audio.volume。,
axdp_hid,docs/legacy-migration/evidence/AXDP源码协议扫描清单.md,180,command,CommonGetAudioMuteState,0xC0139 / 0x0139 -> 0x01B9,CommonGetAudioMuteState,,CommonGetAudioMuteState,,,已发送/已解析,"input=无 payload; output=raw JSON/string，长度=head.len()；用 strstr 查找 ""mute"":1 -> onGetAudioMuteState(bool,src)。",audio,volume,audio.volume,method,audio.getVolumeState,,docs/protocol/audio/audio.volume.md,capability has docs/protocol draft (docs/protocol/audio/audio.volume.md); method/event is taxonomy/spec candidate,high,音量、增益、静音归 audio.volume。,
